id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg36325740,https://bitcointalk.org/index.php?topic=3096913.0,msg35203866,40786,Marketplace (Altcoins),2018-05-04 19:17:26,Nginende,Member,210,10,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",  Week #8 (28/04 - 04/05) Twitter profile: https://twitter.com/Easy_Sem Retweets and likes: 1. https://twitter.com/timeboxnetwork/status/990983946279235585 2. https://twitter.com/timeboxnetwork/status/991328085483118595 3. https://twitter.com/timeboxnetwork/status/991640660712329217 4. https://twitter.com/timeboxnetwork/status/992459577294761985 Tweets: 1. https://twitter.com/Easy_Sem/status/991652485248028672,True
2164,msg34076439,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 13:20:43,Suwycu,Jr. Member,350,1,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Apr 31 to Apr 06) Retweet: 1. https://twitter.com/PWIPhotography/status/981843600370626560. 2. 3. Tweet: 1. https://twitter.com/PWIPhotography/status/982154047875497984,True
2165,msg34076552,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 13:22:14,rudilo,Member,700,11,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 Mar 31 to Mar 6 Bitcointalk username rudilo Twitter link : https://twitter.com/rudilobaru Tweet 1-https://twitter.com/rudilobaru/status/982198065149825025?s=19 2-https://twitter.com/rudilobaru/status/982198089384583170?s=19  Retweet 1-https://twitter.com/timeboxnetwork/status/980077227973869569?s=19 2-https://twitter.com/timeboxnetwork/status/980746352354148353?s=19 3- 4-,True
2166,msg34076569,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 13:22:30,Kristina2510,Newbie,154,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",   Week 4 Mar 31 to April 06 Retweet:    1.   https://twitter.com/timeboxnetwork/status/979637163204657152 2.   https://twitter.com/timeboxnetwork/status/980077227973869569 3.   https://twitter.com/timeboxnetwork/status/978879274051624960 Tweet:    1.   https://twitter.com/Kristinka_Smirn/status/981048596920524801,True
2167,msg34076656,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 13:23:33,L1Ner,Newbie,350,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06) Retweet: 1. https://twitter.com/timeboxnetwork/status/980746352354148353 2. https://twitter.com/timeboxnetwork/status/979637163204657152 3. https://twitter.com/timeboxnetwork/status/980077227973869569 Tweet: 1. https://twitter.com/ista68/status/980891980787081216,True
2168,msg34073082,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:35:09,szafek,Member,448,11,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06) Retweet: 1. https://twitter.com/timeboxnetwork/status/979637163204657152 2. https://twitter.com/timeboxnetwork/status/980746352354148353 3. https://twitter.com/timeboxnetwork/status/980077227973869569 Tweet: 1. https://twitter.com/optymalny1/status/980057550791086080,True
2169,msg34073087,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:35:13,marcketh,Newbie,322,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 -- Mar 31 to Apr 06  Retweet: 1. https://twitter.com/timeboxnetwork/status/978879274051624960 2. https://twitter.com/timeboxnetwork/status/979637163204657152 3. https://twitter.com/timeboxnetwork/status/980077227973869569    Tweet: 1. https://twitter.com/Marcjensenm/status/980074097194409989,True
2170,msg34073106,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:35:25,ALKOTEL_T,Newbie,69,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (31.03.2018-06.04.2018)  Twitter Campaign Twitter Link: https://twitter.com/tex1kam  Retweets and likes  1. https://twitter.com/timeboxnetwork/status/979637163204657152 2. https://twitter.com/timeboxnetwork/status/980077227973869569 3. https://twitter.com/timeboxnetwork/status/980746352354148353  Tweets  1. https://twitter.com/tex1kam/status/981226223169806336,True
2171,msg34073148,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:35:53,cryptomadu,Jr. Member,350,2,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06) Retweet: 1. https://twitter.com/timeboxnetwork/status/978879274051624960 2. https://twitter.com/timeboxnetwork/status/979637163204657152 3. https://twitter.com/timeboxnetwork/status/980077227973869569  Tweet: 1. https://twitter.com/ezinelk/status/981458824442691584,True
2172,msg34073243,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:37:06,soyer13,Newbie,406,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06) Retweet: 1. https://twitter.com/timeboxnetwork/status/979637163204657152 2. https://twitter.com/timeboxnetwork/status/980077227973869569 3. https://twitter.com/timeboxnetwork/status/980746352354148353 Tweet: 1. https://twitter.com/sassouu213/status/981177622687305728,True
2173,msg34073471,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:39:52,kiki29,Newbie,322,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Twitter campaign Week 4 (31/03-6/04)  Retweet 1. https://twitter.com/timeboxnetwork/status/979637163204657152 2. https://twitter.com/timeboxnetwork/status/980077227973869569 3. https://twitter.com/timeboxnetwork/status/980746352354148353 Tweet 1. https://twitter.com/MAinuly64854040/status/980067106602475520,True
2174,msg34073535,https://bitcointalk.org/index.php?topic=3096913.0,msg33528719,40786,Marketplace (Altcoins),2018-04-06 12:40:42,ronni01,Newbie,210,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",    Week 4 Mar 31  to Mar 06 Retweet: 1. https://twitter.com/timeboxnetwork/status/980746352354148353 2. https://twitter.com/timeboxnetwork/status/980077227973869569 3. https://twitter.com/timeboxnetwork/status/976359441330143232 Tweet: 1. https://twitter.com/ronni012/status/982236584933146624,True
2175,msg34073666,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:42:31,Ikingpain,Jr. Member,336,3,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 6) Retweet: 1. https://twitter.com/timeboxnetwork/status/980746352354148353 2. https://twitter.com/timeboxnetwork/status/980077227973869569 3. https://twitter.com/timeboxnetwork/status/979637163204657152 Tweet: 1. https://twitter.com/ikingofpain/status/982236816299376640,True
2176,msg34073846,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:45:00,Agnessi,Newbie,406,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06) Retweet: 1. https://twitter.com/timeboxnetwork/status/980077227973869569 2. https://twitter.com/timeboxnetwork/status/979637163204657152 3. https://twitter.com/timeboxnetwork/status/978879274051624960 Tweet: 1. https://twitter.com/Danidelarrosa/status/980094424452681728,True
2177,msg34074031,https://bitcointalk.org/index.php?topic=3096913.0,msg33537432,40786,Marketplace (Altcoins),2018-04-06 12:47:24,cryptovally01,Newbie,280,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲","   """"""'Week 4 (Mar 31 to Apr 06) Retweet: 1. https://twitter.com/timeboxnetwork/status/978477011432751105 2. https://twitter.com/timeboxnetwork/status/979637163204657152 3. https://twitter.com/timeboxnetwork/status/980077227973869569 Tweet: 1. https://twitter.com/cryptovally01/status/980483561953271808 """"""",True
2178,msg34074087,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:48:07,Suggest,Newbie,336,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲","Campaign: Twitter Twitter Username: @m_bukhor ""Twitter Profile: https://twitter.com/m_bukhor         "" Spreadsheet: 816 Week 4 (31/03–06/04) Retweets+Likes 1. https://twitter.com/timeboxnetwork/status/978879274051624960 2. https://twitter.com/timeboxnetwork/status/979637163204657152 3. https://twitter.com/timeboxnetwork/status/980746352354148353  Tweets 1. https://twitter.com/m_bukhor/status/981857206025924609",True
2179,msg34074190,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:49:32,DmitInvest,Newbie,294,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 31.03 - 06.04 Retweet: 1. https://twitter.com/timeboxnetwork/status/980746352354148353 2. https://twitter.com/timeboxnetwork/status/980077227973869569 3. https://twitter.com/timeboxnetwork/status/979637163204657152 Tweet: 1. https://twitter.com/DmitInvest/status/980796918673625088,True
2180,msg34074365,https://bitcointalk.org/index.php?topic=3096913.0,msg33586157,40786,Marketplace (Altcoins),2018-04-06 12:52:10,H@nn@777@,Newbie,644,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",   Week 4 (Mar 31 to Apr 06) Retweet: 1.https://twitter.com/timeboxnetwork/status/980077227973869569 2.https://twitter.com/timeboxnetwork/status/980746352354148353 3.https://twitter.com/timeboxnetwork/status/975670531801272320 Tweet: 1.https://twitter.com/HannaBelarus/status/981520971311001600,True
2181,msg34074401,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:52:38,INTEL81,Newbie,336,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06) Twitter Link : https://twitter.com/AleksShilov81 Spreadsheet: 1544 Retweet: https://twitter.com/AleksShilov81/status/980716335595491328 https://twitter.com/AleksShilov81/status/981065061698621440 https://twitter.com/timeboxnetwork/status/979637163204657152  Tweet: https://twitter.com/AleksShilov81/status/981799910335971328,True
2182,msg34074409,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:52:48,dizarx,Newbie,392,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06) Retweet: 1. https://twitter.com/timeboxnetwork/status/977054538086596608 2. https://twitter.com/timeboxnetwork/status/979637163204657152 3. https://twitter.com/timeboxnetwork/status/980746352354148353 Tweet: 1. https://twitter.com/z25294055yahooc/status/980476799636398080,True
2183,msg34074445,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:53:10,Milonsa,Full Member,336,100,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",#Week 4(31-06)  Twitter campaign Twitter url : https://mobile.twitter.com/Milonsa2 Follower : 2400  Tweets : 1. https://twitter.com/Milonsa2/status/982239251994587136  Retweets : 1. https://twitter.com/timeboxnetwork/status/975649800296185856 2. https://twitter.com/timeboxnetwork/status/975651488096690176 3. https://twitter.com/timeboxnetwork/status/977054538086596608,True
2184,msg34074476,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:53:43,oleg2228118,Jr. Member,238,1,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Twitter champaign Week 4 ( Mar 31 to Apr 06 ) Twitter username: @yywojuuj46 Twitter url : https://twitter.com/yywojuuj46 Your number on the spreadsheet: 301 Ether adress: 0xb1a907e7f84F20a141F89e463e84d9f5D16632BC Retweet: 1. https://twitter.com/timeboxnetwork/status/980746352354148353 2. https://twitter.com/timeboxnetwork/status/980077227973869569 3. https://twitter.com/timeboxnetwork/status/979637163204657152  Tweet: 1. https://twitter.com/yywojuuj46/status/981943418950684672,True
2185,msg34074496,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:53:58,benthomas05,Newbie,308,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 -- Mar 31 to Apr 06  Retweet: 1. https://twitter.com/timeboxnetwork/status/978879274051624960 2. https://twitter.com/timeboxnetwork/status/973854553140445184 3. https://twitter.com/timeboxnetwork/status/971314600531591169    Tweet: 1. https://twitter.com/BenThomasT/status/979979868476604416,True
2186,msg34074677,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:56:36,gala789,Newbie,227,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",TWITTER CAMPAIGN WEEK 4 (31.03-06.04) Twitter url: https://twitter.com/GgvYar Spreadsheet No: 547 Retweet + Like: 1. https://twitter.com/timeboxnetwork/status/980746352354148353 2. https://twitter.com/timeboxnetwork/status/980077227973869569 3. https://twitter.com/timeboxnetwork/status/979637163204657152  Tweet: 1.https://twitter.com/GgvYar/status/981126347488669697,True
2187,msg34074911,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 13:00:05,Ociwiw,Jr. Member,392,1,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06) Retweet: 1. https://twitter.com/golden_chiken/status/981837125263024128 2. 3. Tweet: 1. https://twitter.com/golden_chiken/status/982170523781087234,True
2188,msg34071288,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:11:14,nguyenducwin,Newbie,112,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 Mar 31 to Apr 6 Twitter Campaign  Retweet: https://twitter.com/timeboxnetwork/status/979637163204657152 https://twitter.com/timeboxnetwork/status/980077227973869569 https://twitter.com/timeboxnetwork/status/980746352354148353  Tweet: https://twitter.com/Win_NguyenDuc/status/980034056850104322,True
2189,msg34071359,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:12:15,D_Olgunchik,Member,504,10,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06) Twitter url : https://twitter.com/D_Olgunchik speadsheet #606 Retweet: 1. URL https://twitter.com/timeboxnetwork/status/979637163204657152 2. URL https://twitter.com/timeboxnetwork/status/980077227973869569 3. URL https://twitter.com/timeboxnetwork/status/980746352354148353 Tweet: 1. URL https://twitter.com/D_Olgunchik/status/980379686957088768,True
2190,msg34071373,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:12:30,Kstate,Member,182,10,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week:3(31/03 - 6/04) Twitter username: @sanek2000000 Twitter url: https://twitter.com/sanek2000000 Followers: 4002  Retweets: 1. https://twitter.com/timeboxnetwork/status/980077227973869569 2. https://twitter.com/timeboxnetwork/status/980746352354148353 3. https://twitter.com/timeboxnetwork/status/980746352354148353  Self-tweet: 1. https://twitter.com/sanek2000000/status/980707787624931329,True
2191,msg34071418,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:13:00,MF Taurah,Newbie,322,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (31.03/06.04) Twitter campaign Twitter url : https://twitter.com/AmiGabrilya Retweet : 1.https://twitter.com/AmiGabrilya/status/982228460637532164 2.https://twitter.com/AmiGabrilya/status/982228460637532164 3.https://twitter.com/AmiGabrilya/status/982228383328223232 Tweet : 1. https://twitter.com/AmiGabrilya/status/982229095764209665,True
2192,msg34071420,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:13:03,Kalinka3,Newbie,406,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06) Retweet: 1. https://twitter.com/timeboxnetwork/status/980746352354148353 2. https://twitter.com/timeboxnetwork/status/980077227973869569 3. https://twitter.com/timeboxnetwork/status/978879274051624960 Tweet: 1. https://twitter.com/xChloeCannibal/status/980130021133180929,True
2193,msg34071431,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:13:10,hasan083,Member,434,10,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week : #4 (31.03 - 06.04) Twitter url : https://mobile.twitter.com/hasanbeg786   Retweet & like : 1) https://twitter.com/timeboxnetwork/status/980077227973869569?s=19                   2) https://twitter.com/timeboxnetwork/status/980746352354148353?s=19                   3) https://twitter.com/timeboxnetwork/status/979637163204657152?s=19                     Tweet : 1) https://twitter.com/hasanbeg786/status/981739046933352448?s=19              ,True
2194,msg34071469,https://bitcointalk.org/index.php?topic=3096913.0,msg33284050,40786,Marketplace (Altcoins),2018-04-06 12:13:47,mrcastelo,Full Member,518,100,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",   Week 4 (Mar 31 to Apr 06) Twitter url: https://twitter.com/mrlc4979 Followers : 5870 Spreadsheet: #66  Tweets:  1. https://twitter.com/mrlc4979/status/981916824529813504  Retweets:  1. https://twitter.com/timeboxnetwork/status/979637163204657152 2. https://twitter.com/timeboxnetwork/status/980077227973869569 3. https://twitter.com/timeboxnetwork/status/980746352354148353,True
2195,msg34071599,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:15:24,mila_wahed,Newbie,350,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (31.04/06.04)  Twitter Campaign Bitcointalk Username: mila_wahed Twitter Username: @arsyila28293687 Twitter Url: https://twitter.com/arsyila28293687 Retweet: 1. https://twitter.com/timeboxnetwork/status/980077227973869569 2. https://twitter.com/timeboxnetwork/status/979637163204657152 3. https://twitter.com/timeboxnetwork/status/980746352354148353 Tweet: 1. https://twitter.com/arsyila28293687/status/982230126472511495,True
2196,msg34071735,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:17:20,Cryptobuz,Newbie,336,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 -- Mar 31 to Apr 06  Retweet: 1. https://twitter.com/timeboxnetwork/status/977106337946456064 2. https://twitter.com/timeboxnetwork/status/979637163204657152 3. https://twitter.com/timeboxnetwork/status/980746352354148353    Tweet: 1. https://twitter.com/cryptoadam87/status/980002716746264577,True
2197,msg34071762,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:17:47,alexv10av,Member,504,10,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (31.03 - 06.04)  Retweet:  1.https://twitter.com/AleksanderIvj/status/980426918674731009 2.https://twitter.com/AleksanderIvj/status/981176510450081793 3.https://twitter.com/AleksanderIvj/status/982230673481019392  Tweet:  1.https://twitter.com/AleksanderIvj/status/980078786019459072,True
2198,msg34071975,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:20:57,byteminr,Sr. Member,560,250,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week - 31.03.2018-06.04.2018  Twitter Campaign  Twitter: IaroslavOrlov https://twitter.com/IaroslavOrlov Followers: 3875  Tweets  https://twitter.com/IaroslavOrlov/status/981951404909744128  Retweets and likes  https://twitter.com/timeboxnetwork/status/980746352354148353 https://twitter.com/timeboxnetwork/status/980077227973869569 https://twitter.com/timeboxnetwork/status/979637163204657152,True
2199,msg34071996,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:21:09,Asket01,Newbie,364,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06) Retweet: 1. https://twitter.com/timeboxnetwork/status/980077227973869569 2. https://twitter.com/timeboxnetwork/status/978477011432751105 3. https://twitter.com/timeboxnetwork/status/979637163204657152 Tweet: 1. https://twitter.com/skyja777/status/980127081525923840,True
2200,msg34072295,https://bitcointalk.org/index.php?topic=3096913.0,msg33436346,40786,Marketplace (Altcoins),2018-04-06 12:24:46,simapple,Newbie,238,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",   Week 4 (Mar 31 to Apr 06) Twitter Profile : https://twitter.com/ewufil41 Retweet: 1. https://twitter.com/ewufil41/status/981134215319138304 2. https://twitter.com/ewufil41/status/980787258625314821 3. https://twitter.com/ewufil41/status/980524437845037056 Tweet: 1. https://twitter.com/ewufil41/status/980100490783547394,True
2201,msg34072445,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:27:00,Starbaks,Newbie,210,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 Mar 31 to Apr 6 Retweet: 1.https://twitter.com/timeboxnetwork/status/979637163204657152?s=19 2.https://twitter.com/timeboxnetwork/status/980746352354148353?s=19 3.https://twitter.com/timeboxnetwork/status/980077227973869569?s=19  Tweet: 1.https://twitter.com/joniko_18/status/981402806337843200?s=19,True
2202,msg34072486,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:27:23,ericbrown,Newbie,308,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 -- Mar 31 to Apr 06  Retweet: 1. https://twitter.com/timeboxnetwork/status/978879274051624960 2. https://twitter.com/timeboxnetwork/status/979637163204657152 3. https://twitter.com/timeboxnetwork/status/977106337946456064    Tweet: 1. https://twitter.com/ericbrown384/status/980032638894264322,True
2203,msg34072511,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:27:42,Zalluye,Newbie,210,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",week 4 Twitter Twitter profile link: https://twitter.com/taibaro1 Retweets and Likes: Retweet: 1. URL:https://twitter.com/timeboxnetwork/status/980077227973869569 2. URL:https://twitter.com/timeboxnetwork/status/979637163204657152 3. URL:https://twitter.com/timeboxnetwork/status/980746352354148353 Tweet: 1. URL :https://twitter.com/taibaro1/status/980413353313972230,True
2204,msg34072573,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:28:32,rom4ik87872,Newbie,56,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 - 31.03.2018-06.04.2018  Twitter Campaign  Twitter: rom4ik8787 https://twitter.com/rom4ik8787 Followers: 11000  Tweets  1. https://twitter.com/rom4ik8787/status/980980002912075777  Retweets and likes  1. https://twitter.com/timeboxnetwork/status/980077227973869569 2. https://twitter.com/timeboxnetwork/status/980746352354148353 3. https://twitter.com/timeboxnetwork/status/979637163204657152,True
2205,msg34072623,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:29:09,Sharoun,Newbie,504,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06) Retweet: 1. https://twitter.com/timeboxnetwork/status/978879274051624960 2. https://twitter.com/timeboxnetwork/status/979637163204657152 3. https://twitter.com/timeboxnetwork/status/978477011432751105 Tweet: 1. https://twitter.com/InvaderRhi/status/980128639722323968,True
2206,msg34072826,https://bitcointalk.org/index.php?topic=3096913.0,msg33525504,40786,Marketplace (Altcoins),2018-04-06 12:31:53,chaosrift,Newbie,112,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",    Week 4 : Mar 31 to April 6  Twitter Twitter Link : https://twitter.com/justmonroereese  Retweet + Like :  1. URL - https://twitter.com/timeboxnetwork/status/978477011432751105 2. URL - https://twitter.com/timeboxnetwork/status/978879274051624960 3. URL - https://twitter.com/timeboxnetwork/status/979637163204657152  Tweet  1. URL - https://twitter.com/justmonroereese/status/982228372192247808,True
2207,msg34073068,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 12:34:58,garybyerz,Newbie,294,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 06)  Retweet: 1. https://twitter.com/garybyers013/status/980404691283582976  2. https://twitter.com/garybyers013/status/980762408053608449 3. https://twitter.com/garybyers013/status/981115312518045697 Tweet: 1. https://twitter.com/garybyers013/status/981480422893748226,True
2208,msg34069436,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 11:43:50,arianaevelyn,Newbie,420,0,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 Mar 31 to Apr 6  Bitcointalk User: arianaevelyn Twitter Profile: https://twitter.com/stevena_shton  Retweet:  1.https://twitter.com/timeboxnetwork/status/980077227973869569 2.https://twitter.com/timeboxnetwork/status/979637163204657152 3.https://twitter.com/timeboxnetwork/status/980746352354148353  Tweet:  1.https://twitter.com/stevena_shton/status/982221677021941760,True
2209,msg34069533,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 11:45:22,shulern,Jr. Member,322,1,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week - 31.03.2018-06.04.2018  Ether: 0x9122f5A2eBE6EC75A00CcCd49749fBE9f537c3ed Bitcointalk Profile Link: https://bitcointalk.org/index.php?action=profile;u=1890656 Bitcointalk Username: shulern  Twitter Campaign  Twitter: shulernm https://twitter.com/shulernm Followers: 5387 Number on the spreadsheet: 876  Tweets  https://twitter.com/shulernm/status/981601019850313733  Retweets and likes  https://twitter.com/timeboxnetwork/status/980746352354148353 https://twitter.com/timeboxnetwork/status/980077227973869569 https://twitter.com/timeboxnetwork/status/979637163204657152 https://twitter.com/timeboxnetwork/status/978477011432751105,True
2210,msg34069601,https://bitcointalk.org/index.php?topic=3096913.0,,40786,Marketplace (Altcoins),2018-04-06 11:46:27,olegoleg117,Full Member,392,100,,"[BOUNTY] TIMEBOX | $250,000 given away| 5 weeks only |💲Attractive Signature💲",Week 4 (Mar 31 to Apr 6)  Retweet: 1. https://twitter.com/timeboxnetwork/status/978477011432751105 2. https://twitter.com/timeboxnetwork/status/978879274051624960 3. https://twitter.com/timeboxnetwork/status/979637163204657152 Tweet: 1. https://twitter.com/igor_marus/status/982222742203191298,True
